product_id,product_name,category,price,fabric,stock_quantity,created_at,size,color,season,style
235,Áo sơ mi #235,Áo sơ mi,1500000,Polyester,60,2023-08-30,M,Vàng,Xuân-Hè,Cổ điển
236,Áo sơ mi #236,Áo sơ mi,1000000,Polyester,36,2023-04-21,XL,Xanh lá,Quanh năm,Trẻ trung
237,Áo sơ mi #237,Áo sơ mi,1000000,Lụa,68,2022-11-29,S,Be,Xuân-Hè,Thanh lịch
238,Áo sơ mi #238,Áo sơ mi,1000000,Vải thô,40,2023-09-03,XXL,Hồng,Quanh năm,Cổ điển
239,Áo sơ mi #239,Áo sơ mi,2000000,Vải len,15,2022-09-05,XXL,Xám,Thu-Đông,Sang trọng
240,Áo sơ mi #240,Áo sơ mi,800000,Polyester,87,2023-12-30,L,Be,Xuân-Hè,Cổ điển
241,Quần tây #241,Quần tây,1000000,Vải len,56,2023-12-10,S,Hồng,Quanh năm,Sang trọng
242,Quần tây #242,Quần tây,1000000,Polyester,75,2023-06-28,M,Xám,Quanh năm,Sang trọng
243,Quần tây #243,Quần tây,1000000,Vải thô,94,2023-04-10,M,Hồng,Thu-Đông,Hiện đại
244,Quần tây #244,Quần tây,500000,Vải len,45,2022-05-03,XXL,Tím,Quanh năm,Hiện đại
245,Quần tây #245,Quần tây,800000,Vải len,99,2023-05-11,M,Xanh lá,Quanh năm,Sang trọng
246,Quần tây #246,Quần tây,1000000,Vải cotton,29,2022-10-31,S,Vàng,Xuân-Hè,Thanh lịch
247,Quần tây #247,Quần tây,500000,Chiffon,40,2022-02-16,XS,Tím,Thu-Đông,Hiện đại
248,Quần tây #248,Quần tây,1500000,Vải cotton,6,2023-08-11,M,Be,Thu-Đông,Trẻ trung
249,Quần tây #249,Quần tây,1000000,Chiffon,11,2022-09-16,L,Xanh dương,Xuân-Hè,Trẻ trung
250,Quần tây #250,Quần tây,1500000,Vải cotton,78,2023-10-07,XXL,Đỏ,Xuân-Hè,Hiện đại
251,Quần tây #251,Quần tây,2000000,Gấm,15,2022-09-12,XS,Tím,Thu-Đông,Sang trọng
252,Quần tây #252,Quần tây,2000000,Vải len,71,2023-01-25,L,Be,Thu-Đông,Sang trọng
253,Quần tây #253,Quần tây,1500000,Gấm,77,2023-09-28,XS,Xanh lá,Quanh năm,Cổ điển
254,Quần tây #254,Quần tây,800000,Vải len,38,2023-11-08,XS,Trắng,Xuân-Hè,Hiện đại
255,Quần tây #255,Quần tây,2000000,Vải cotton,25,2022-01-03,L,Be,Quanh năm,Sang trọng
256,Quần tây #256,Quần tây,1500000,Gấm,9,2022-08-26,M,Hồng,Quanh năm,Trẻ trung
257,Quần tây #257,Quần tây,500000,Vải len,38,2023-10-03,XL,Đen,Thu-Đông,Cổ điển
258,Quần tây #258,Quần tây,2000000,Vải len,87,2022-06-02,M,Trắng,Xuân-Hè,Cổ điển
259,Quần tây #259,Quần tây,800000,Gấm,81,2023-08-06,M,Be,Xuân-Hè,Trẻ trung
260,Quần tây #260,Quần tây,1000000,Vải lanh,39,2023-05-28,XL,Be,Thu-Đông,Cổ điển
261,Váy công sở #261,Váy công sở,3000000,Lụa,60,2022-11-27,XL,Hồng,Xuân-Hè,Cổ điển
262,Váy công sở #262,Váy công sở,1000000,Lụa,91,2022-10-03,XL,Đỏ,Xuân-Hè,Trẻ trung
263,Váy công sở #263,Váy công sở,3000000,Polyester,40,2022-07-05,XL,Xám,Quanh năm,Trẻ trung
264,Váy công sở #264,Váy công sở,800000,Polyester,49,2023-02-23,M,Vàng,Quanh năm,Cổ điển
265,Váy công sở #265,Váy công sở,1000000,Vải thô,57,2023-12-12,L,Hồng,Quanh năm,Trẻ trung
266,Váy công sở #266,Váy công sở,3000000,Lụa,63,2022-04-01,M,Hồng,Thu-Đông,Cổ điển
267,Váy công sở #267,Váy công sở,2000000,Lụa,89,2023-07-10,L,Xám,Xuân-Hè,Hiện đại
268,Váy công sở #268,Váy công sở,3000000,Vải thô,84,2023-05-26,XXL,Be,Xuân-Hè,Hiện đại
269,Váy công sở #269,Váy công sở,1500000,Chiffon,41,2023-03-25,XXL,Be,Xuân-Hè,Cổ điển
270,Váy công sở #270,Váy công sở,3000000,Vải len,95,2022-06-12,M,Tím,Xuân-Hè,Sang trọng
271,Váy công sở #271,Váy công sở,2000000,Vải cotton,33,2022-04-27,L,Xanh dương,Quanh năm,Hiện đại
272,Váy công sở #272,Váy công sở,2000000,Gấm,70,2023-12-24,M,Xám,Thu-Đông,Trẻ trung
273,Váy công sở #273,Váy công sở,1000000,Polyester,75,2022-05-29,L,Đen,Quanh năm,Sang trọng
274,Váy công sở #274,Váy công sở,1000000,Vải cotton,40,2023-03-01,M,Tím,Thu-Đông,Cổ điển
275,Váy công sở #275,Váy công sở,1500000,Gấm,80,2023-08-17,XXL,Be,Xuân-Hè,Trẻ trung
276,Váy công sở #276,Váy công sở,3000000,Polyester,49,2022-12-07,XL,Tím,Thu-Đông,Trẻ trung
277,Váy công sở #277,Váy công sở,1500000,Vải len,94,2022-09-02,XL,Xám,Xuân-Hè,Trẻ trung
278,Váy công sở #278,Váy công sở,800000,Vải thô,100,2023-04-30,XXL,Xám,Thu-Đông,Hiện đại
279,Váy công sở #279,Váy công sở,2000000,Lụa,21,2023-05-30,XL,Vàng,Xuân-Hè,Trẻ trung
280,Váy công sở #280,Váy công sở,800000,Polyester,6,2022-05-28,L,Trắng,Xuân-Hè,Trẻ trung
281,Áo khoác #281,Áo khoác,1500000,Vải thô,84,2023-12-11,L,Xanh dương,Thu-Đông,Sang trọng
282,Áo khoác #282,Áo khoác,2000000,Vải thô,85,2023-05-15,XL,Đỏ,Quanh năm,Cổ điển
283,Áo khoác #283,Áo khoác,1000000,Gấm,34,2022-04-03,L,Xanh dương,Quanh năm,Cổ điển
284,Áo khoác #284,Áo khoác,2000000,Chiffon,93,2022-11-03,XS,Đỏ,Thu-Đông,Cổ điển
285,Áo khoác #285,Áo khoác,1500000,Vải thô,52,2023-03-18,S,Đen,Quanh năm,Trẻ trung
286,Áo khoác #286,Áo khoác,3000000,Chiffon,26,2022-06-29,XS,Xanh lá,Thu-Đông,Sang trọng
287,Áo khoác #287,Áo khoác,1000000,Polyester,79,2022-05-27,S,Be,Quanh năm,Thanh lịch
288,Áo khoác #288,Áo khoác,2000000,Gấm,90,2022-01-10,L,Hồng,Quanh năm,Sang trọng
289,Áo khoác #289,Áo khoác,1000000,Vải cotton,61,2022-12-20,XL,Hồng,Quanh năm,Trẻ trung
290,Áo khoác #290,Áo khoác,1500000,Polyester,43,2022-07-23,L,Be,Xuân-Hè,Hiện đại
291,Áo khoác #291,Áo khoác,2000000,Vải thô,78,2022-10-30,XXL,Hồng,Xuân-Hè,Trẻ trung
292,Áo khoác #292,Áo khoác,1500000,Lụa,77,2023-12-04,XXL,Đỏ,Quanh năm,Trẻ trung
293,Áo khoác #293,Áo khoác,1500000,Vải len,82,2022-12-27,S,Đen,Quanh năm,Thanh lịch
294,Áo khoác #294,Áo khoác,1000000,Vải cotton,85,2023-10-24,XS,Hồng,Thu-Đông,Cổ điển
295,Áo khoác #295,Áo khoác,3000000,Vải thô,98,2022-05-15,XS,Hồng,Thu-Đông,Trẻ trung
296,Áo khoác #296,Áo khoác,1000000,Vải len,21,2023-07-07,M,Tím,Quanh năm,Thanh lịch
297,Áo khoác #297,Áo khoác,1000000,Gấm,66,2022-10-30,XXL,Vàng,Xuân-Hè,Trẻ trung
298,Áo khoác #298,Áo khoác,800000,Chiffon,33,2023-11-24,XXL,Xám,Quanh năm,Thanh lịch
299,Áo khoác #299,Áo khoác,800000,Vải lanh,6,2022-09-28,XL,Xanh dương,Thu-Đông,Thanh lịch
300,Áo khoác #300,Áo khoác,1500000,Vải lanh,86,2023-01-16,XS,Đen,Thu-Đông,Cổ điển
301,Áo khoác #301,Áo khoác,3000000,Vải thô,83,2022-08-15,XXL,Xanh dương,Quanh năm,Trẻ trung
302,Áo khoác #302,Áo khoác,1500000,Vải lanh,19,2022-05-24,XS,Đỏ,Thu-Đông,Trẻ trung
303,Áo khoác #303,Áo khoác,800000,Vải cotton,35,2023-07-05,S,Xám,Thu-Đông,Thanh lịch
304,Áo khoác #304,Áo khoác,3000000,Vải lanh,80,2022-06-08,L,Xanh dương,Thu-Đông,Sang trọng
305,Áo khoác #305,Áo khoác,2000000,Gấm,9,2023-12-08,M,Đen,Thu-Đông,Trẻ trung
306,Chân váy #306,Chân váy,800000,Vải thô,17,2023-12-04,M,Tím,Quanh năm,Thanh lịch
307,Chân váy #307,Chân váy,500000,Vải lanh,40,2022-07-14,XS,Be,Xuân-Hè,Hiện đại
308,Chân váy #308,Chân váy,2000000,Lụa,11,2022-12-08,S,Trắng,Quanh năm,Hiện đại
309,Chân váy #309,Chân váy,500000,Vải len,80,2022-08-10,S,Vàng,Xuân-Hè,Sang trọng
310,Chân váy #310,Chân váy,500000,Gấm,23,2022-05-14,XL,Hồng,Xuân-Hè,Cổ điển
311,Chân váy #311,Chân váy,500000,Chiffon,6,2023-01-02,S,Xanh lá,Thu-Đông,Cổ điển
312,Chân váy #312,Chân váy,800000,Gấm,11,2022-05-10,XXL,Xám,Quanh năm,Cổ điển
313,Chân váy #313,Chân váy,500000,Polyester,62,2023-01-06,XL,Xanh lá,Xuân-Hè,Trẻ trung
314,Chân váy #314,Chân váy,2000000,Vải len,83,2022-02-14,XXL,Tím,Thu-Đông,Trẻ trung
315,Chân váy #315,Chân váy,500000,Lụa,66,2023-02-16,L,Xanh dương,Thu-Đông,Trẻ trung
316,Chân váy #316,Chân váy,500000,Vải cotton,46,2023-09-15,S,Xanh dương,Xuân-Hè,Thanh lịch
317,Chân váy #317,Chân váy,2000000,Vải thô,53,2023-09-04,XL,Hồng,Thu-Đông,Sang trọng
318,Chân váy #318,Chân váy,2000000,Vải lanh,17,2023-12-20,XS,Tím,Quanh năm,Hiện đại
319,Chân váy #319,Chân váy,1500000,Polyester,34,2023-02-28,M,Be,Thu-Đông,Trẻ trung
320,Chân váy #320,Chân váy,500000,Vải thô,59,2022-11-17,XXL,Hồng,Thu-Đông,Hiện đại
321,Chân váy #321,Chân váy,1500000,Vải cotton,16,2022-03-29,XS,Xám,Xuân-Hè,Thanh lịch
322,Chân váy #322,Chân váy,800000,Lụa,80,2023-07-30,XL,Vàng,Quanh năm,Cổ điển
323,Chân váy #323,Chân váy,1500000,Vải thô,90,2023-03-10,XXL,Đỏ,Thu-Đông,Sang trọng
324,Chân váy #324,Chân váy,1000000,Vải thô,18,2023-08-15,XL,Đen,Xuân-Hè,Trẻ trung
325,Chân váy #325,Chân váy,800000,Vải cotton,49,2023-07-24,M,Xanh dương,Thu-Đông,Sang trọng
326,Chân váy #326,Chân váy,800000,Vải lanh,76,2023-09-29,XL,Tím,Xuân-Hè,Sang trọng
327,Chân váy #327,Chân váy,1000000,Lụa,28,2022-10-07,XXL,Hồng,Thu-Đông,Thanh lịch
328,Chân váy #328,Chân váy,500000,Chiffon,23,2023-08-03,XXL,Xám,Xuân-Hè,Hiện đại
329,Chân váy #329,Chân váy,500000,Vải cotton,100,2023-06-28,S,Xám,Thu-Đông,Trẻ trung
330,Chân váy #330,Chân váy,1000000,Chiffon,52,2022-11-16,XXL,Vàng,Quanh năm,Sang trọng
331,Đồ thể thao #331,Đồ thể thao,300000,Lụa,24,2022-06-11,XL,Đỏ,Quanh năm,Cổ điển
332,Đồ thể thao #332,Đồ thể thao,800000,Polyester,89,2023-03-11,L,Xanh lá,Thu-Đông,Trẻ trung
333,Đồ thể thao #333,Đồ thể thao,800000,Vải len,70,2022-04-27,M,Xám,Xuân-Hè,Thanh lịch
334,Đồ thể thao #334,Đồ thể thao,1500000,Polyester,72,2023-11-15,M,Đỏ,Xuân-Hè,Trẻ trung
335,Đồ thể thao #335,Đồ thể thao,1500000,Lụa,5,2022-07-29,M,Đen,Xuân-Hè,Thanh lịch
336,Đồ thể thao #336,Đồ thể thao,800000,Vải thô,20,2022-01-08,L,Xám,Xuân-Hè,Hiện đại
337,Đồ thể thao #337,Đồ thể thao,1000000,Vải len,69,2023-07-27,XXL,Vàng,Xuân-Hè,Trẻ trung
338,Đồ thể thao #338,Đồ thể thao,300000,Vải lanh,7,2023-04-16,XS,Vàng,Quanh năm,Trẻ trung
339,Đồ thể thao #339,Đồ thể thao,1500000,Vải lanh,95,2023-10-18,L,Hồng,Xuân-Hè,Trẻ trung
340,Đồ thể thao #340,Đồ thể thao,300000,Vải thô,26,2023-09-25,L,Vàng,Xuân-Hè,Trẻ trung
341,Đồ thể thao #341,Đồ thể thao,300000,Vải len,60,2023-08-27,L,Tím,Xuân-Hè,Trẻ trung
342,Đồ thể thao #342,Đồ thể thao,800000,Vải thô,33,2022-12-08,S,Xanh dương,Quanh năm,Cổ điển
343,Đồ thể thao #343,Đồ thể thao,1500000,Vải len,49,2022-12-26,XXL,Trắng,Xuân-Hè,Cổ điển
344,Đồ thể thao #344,Đồ thể thao,500000,Gấm,30,2022-06-27,XL,Trắng,Quanh năm,Cổ điển
345,Đồ thể thao #345,Đồ thể thao,500000,Polyester,64,2023-08-01,XL,Be,Quanh năm,Sang trọng
346,Đồ thể thao #346,Đồ thể thao,1500000,Vải thô,85,2022-11-20,S,Be,Xuân-Hè,Trẻ trung
347,Đồ thể thao #347,Đồ thể thao,1000000,Gấm,40,2023-08-29,XS,Vàng,Quanh năm,Cổ điển
348,Đồ thể thao #348,Đồ thể thao,800000,Polyester,62,2022-02-08,XS,Vàng,Thu-Đông,Cổ điển
349,Đồ thể thao #349,Đồ thể thao,300000,Vải lanh,64,2023-08-18,XL,Đỏ,Thu-Đông,Sang trọng
350,Đồ thể thao #350,Đồ thể thao,500000,Vải thô,82,2023-05-03,XL,Trắng,Xuân-Hè,Trẻ trung
